"Time.Series","region_final_dep","date","index"
202107,"Oceania",2021-07-15,0.0698860421866034
202107,"Russia",2021-07-15,0.456695941704365
202107,"South America",2021-07-15,0.421000210558979
202107,"South-eastern Asia",2021-07-15,0.0603270265400045
202107,"Southern Asia",2021-07-15,0.229753629996498
202107,"Western Asia",2021-07-15,0.389710239216972
202108,"Africa",2021-08-15,0.49110841434602
202108,"Europe",2021-08-15,0.388011860811143
202108,"Japan/Korea",2021-08-15,0.0734544433772816
202108,"North America",2021-08-15,0.456184939142656
202108,"Oceania",2021-08-15,0.0647950326558653
202108,"Russia",2021-08-15,0.515812751436192
202108,"South America",2021-08-15,0.437240264417749
202108,"South-eastern Asia",2021-08-15,0.0575049041603515
202108,"Southern Asia",2021-08-15,0.299365863039174
202108,"Western Asia",2021-08-15,0.444450109932674
202109,"Africa",2021-09-15,0.430859608558948
202109,"Europe",2021-09-15,0.347316048701067
202109,"Japan/Korea",2021-09-15,0.0656815180334476
202109,"North America",2021-09-15,0.372979864349854
202109,"Oceania",2021-09-15,0.0575031513796767
202109,"Russia",2021-09-15,0.484006607391263
202109,"South America",2021-09-15,0.402598464027661
202109,"South-eastern Asia",2021-09-15,0.0586043816743637
202109,"Southern Asia",2021-09-15,0.327931550637331
202109,"Western Asia",2021-09-15,0.414536653634053
202110,"Africa",2021-10-15,0.444687597739721
